"BH22","HPS E&N MOUNTING BRACKETS","HPS-E&NBKT-TYPE2","NYLEC",40,20,20,7.82,1,7.82,32,250.24,"2023-09-01 14:50:42","Top Hat",20
"BH46","HPS GEAR TRAY 100 ( 100 x 610)","HPSGT100","NYLEC",20,10,10,10.35,1,10.35,20,207,"2023-09-27 12:27:16","Top Hat",6
"BH48","HPS GEAR TRAY 300 (300 x 610)","HPSGT300","NYLEC",15,5,10,13.23,1,13.23,13,171.99,"2023-10-04 16:19:22","Top Hat",6
"BH49","HPS GEAR TRAY 400 (400 x 610)","HPSGT400","NYLEC",10,5,5,14.95,1,14.95,7,104.65,"2023-09-01 15:23:43","Top Hat",6
"BH42","HPS 900 GEAR TRAY","HPSGT900","NYLEC",10,5,5,13,1,13,10,130,"2023-09-01 15:21:07","Top Hat",6
"BH41","HPS GEAR TRAY 900 TYPE1","HPSGT900T1","NYLEC",10,5,5,11,1,11,10,110,"2023-08-28 12:27:06","Top Hat",6
"BH43","HPS GEAR TRAY 900 TYPE2","HPSGT900T2","NYLEC",15,5,10,17.25,1,17.25,22,379.5,"2023-08-28 12:27:06","Top Hat",6
"BH44","HPS GEAR TRAY 900 TYPE3","HPSGT900T3","NYLEC",15,5,10,17,1,17,7,119,"2023-08-28 12:27:06","Top Hat",6
"BH70","HPS HIGH MOUNTING BRACKET(400)","HPSHIGHMTBRKT400","NYLEC",60,20,40,10.12,1,10.12,21,212.52,"2023-09-01 15:31:20","Top Hat",20
"BH68","HPS LOW MOUNTING BRACKET(400)","HPSLOWMTBRKT400","NYLEC",60,20,40,8.97,1,8.97,138,1237.86,"2023-09-01 15:29:10","Top Hat",20
"BH69","HPS MEDIUM MOUNTING BRACKET","HPSMEDMTBRKT400","NYLEC",60,20,40,9.55,1,9.55,38,362.9,"2023-09-01 15:29:36","Top Hat",20
"BH28","HPS SOCOMEC TOP HAT","HPSOCOMECTH","NYLEC",30,15,15,9.5,1,9.5,24,228,"2023-09-01 15:17:29","Top Hat",6
"BH21","HPS SIDE MOUNTING BRACKET(300)","HPSSIDEMTNBKT300","NYLEC",60,30,30,5.46,1,5.46,60,327.6,"2023-09-01 14:50:22","Top Hat",6
"BH72","HPS SIDE MOUNTING BRACKET(400)","HPSSIDEMTNBKT400","NYLEC",60,20,40,5.98,1,5.98,52,310.96,"2023-09-01 15:32:13","Top Hat",6
"BH27","HPS SURGE BRACKET","HPSSRGBRKT","NYLEC",50,20,30,4.1,1,4.1,27,110.7,"2023-08-28 12:27:06","Top Hat",6
"BH40","HPS 900-STANDARD CROSS BAR","HPS_CRSBAR-900ST","NYLEC",15,5,10,9.2,1,9.2,36,331.2,"2023-09-01 15:19:45","Top Hat",6
"BH45","HPS 700-STANDARD CROSS BAR(R2)","HPS_CRSBAR_700ST","NYLEC",10,5,5,8.97,1,8.97,7,62.79,"2023-09-26 15:01:48","Top Hat",6
"BH47","HPS 700-GT (R2)","HPS_GT_700","NYLEC",15,5,10,20.13,1,20.13,12,241.56,"2023-09-26 15:02:22","Top Hat",6
